week_start,forecast_affected_area_records
2026-09-07,4.823929944265712
2026-09-14,5.774569258940573
2026-09-21,3.773381458597985
2026-09-28,5.655649539064845
2026-10-05,3.3697099286815924
2026-10-12,3.6387021344418433
2026-10-19,3.0389210782709215
2026-10-26,2.8970723221070753
2026-11-02,4.901315171085597
2026-11-09,4.716985151067884
2026-11-16,4.687820062112975
2026-11-23,4.57702877047181
